Ledger location: test-ledger
Log: test-ledger/validator.log
Initializing...
Waiting for fees to stabilize 1...
Connecting...
Identity: ABBsG4aVVWCy2DdZNofw51AWqL8cQ5J6wBQ5GXFyqgTL
Genesis Hash: EEJS834yqaxRJN4fJ2czL97CKTX4D52wfUocMccoQs1
Version: 2.1.22
Shred Version: 4667
Gossip Address: 127.0.0.1:1024
TPU Address: 127.0.0.1:1027
JSON RPC URL: http://127.0.0.1:8899
WebSocket PubSub URL: ws://127.0.0.1:8900
00:21:07 | Processed Slot: 2379 | Confirmed Slot: 2379 | Finalized Slot: 2348 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2685 | ◎499.988882500
00:21:07 | Processed Slot: 2379 | Confirmed Slot: 2379 | Finalized Slot: 2348 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2685 | ◎499.988882500
00:21:08 | Processed Slot: 2379 | Confirmed Slot: 2379 | Finalized Slot: 2348 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2685 | ◎499.988882500
00:21:08 | Processed Slot: 2379 | Confirmed Slot: 2379 | Finalized Slot: 2348 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2685 | ◎499.988882500
00:21:08 | Processed Slot: 2379 | Confirmed Slot: 2379 | Finalized Slot: 2348 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2685 | ◎499.988882500
00:21:09 | Processed Slot: 2379 | Confirmed Slot: 2379 | Finalized Slot: 2348 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2685 | ◎499.988882500
00:21:09 | Processed Slot: 2380 | Confirmed Slot: 2380 | Finalized Slot: 2349 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2686 | ◎499.988877500
00:21:09 | Processed Slot: 2380 | Confirmed Slot: 2380 | Finalized Slot: 2349 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2686 | ◎499.988877500
00:21:10 | Processed Slot: 2380 | Confirmed Slot: 2380 | Finalized Slot: 2349 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2686 | ◎499.988877500
00:21:10 | Processed Slot: 2380 | Confirmed Slot: 2380 | Finalized Slot: 2349 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2686 | ◎499.988877500
00:21:10 | Processed Slot: 2380 | Confirmed Slot: 2380 | Finalized Slot: 2349 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2686 | ◎499.988877500
00:21:10 | Processed Slot: 2380 | Confirmed Slot: 2380 | Finalized Slot: 2349 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2686 | ◎499.988877500
00:21:11 | Processed Slot: 2381 | Confirmed Slot: 2381 | Finalized Slot: 2350 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2687 | ◎499.988872500
00:21:11 | Processed Slot: 2381 | Confirmed Slot: 2381 | Finalized Slot: 2350 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2687 | ◎499.988872500
00:21:11 | Processed Slot: 2381 | Confirmed Slot: 2381 | Finalized Slot: 2350 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2687 | ◎499.988872500
00:21:12 | Processed Slot: 2381 | Confirmed Slot: 2381 | Finalized Slot: 2350 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2687 | ◎499.988872500
00:21:12 | Processed Slot: 2381 | Confirmed Slot: 2381 | Finalized Slot: 2350 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2687 | ◎499.988872500
00:21:12 | Processed Slot: 2381 | Confirmed Slot: 2381 | Finalized Slot: 2350 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2687 | ◎499.988872500
00:21:13 | Processed Slot: 2382 | Confirmed Slot: 2381 | Finalized Slot: 2350 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2688 | ◎499.988872500
00:21:13 | Processed Slot: 2382 | Confirmed Slot: 2381 | Finalized Slot: 2351 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2688 | ◎499.988867500
00:21:13 | Processed Slot: 2382 | Confirmed Slot: 2382 | Finalized Slot: 2351 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2688 | ◎499.988867500
00:21:14 | Processed Slot: 2382 | Confirmed Slot: 2382 | Finalized Slot: 2351 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2688 | ◎499.988867500
00:21:14 | Processed Slot: 2382 | Confirmed Slot: 2382 | Finalized Slot: 2351 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2688 | ◎499.988867500
00:21:14 | Processed Slot: 2382 | Confirmed Slot: 2382 | Finalized Slot: 2351 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2688 | ◎499.988867500
00:21:15 | Processed Slot: 2382 | Confirmed Slot: 2382 | Finalized Slot: 2351 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2688 | ◎499.988867500
00:21:15 | Processed Slot: 2383 | Confirmed Slot: 2383 | Finalized Slot: 2352 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2689 | ◎499.988862500
00:21:15 | Processed Slot: 2383 | Confirmed Slot: 2383 | Finalized Slot: 2352 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2689 | ◎499.988862500
00:21:16 | Processed Slot: 2383 | Confirmed Slot: 2383 | Finalized Slot: 2352 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2689 | ◎499.988862500
00:21:16 | Processed Slot: 2383 | Confirmed Slot: 2383 | Finalized Slot: 2352 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2689 | ◎499.988862500
00:21:16 | Processed Slot: 2383 | Confirmed Slot: 2383 | Finalized Slot: 2352 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2689 | ◎499.988862500
00:21:16 | Processed Slot: 2384 | Confirmed Slot: 2384 | Finalized Slot: 2353 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2690 | ◎499.988857500
00:21:17 | Processed Slot: 2384 | Confirmed Slot: 2384 | Finalized Slot: 2353 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2690 | ◎499.988857500
00:21:17 | Processed Slot: 2384 | Confirmed Slot: 2384 | Finalized Slot: 2353 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2690 | ◎499.988857500
00:21:17 | Processed Slot: 2384 | Confirmed Slot: 2384 | Finalized Slot: 2353 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2690 | ◎499.988857500
00:21:18 | Processed Slot: 2384 | Confirmed Slot: 2384 | Finalized Slot: 2353 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2690 | ◎499.988857500
00:21:18 | Processed Slot: 2384 | Confirmed Slot: 2384 | Finalized Slot: 2353 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2690 | ◎499.988857500
00:21:18 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:19 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:19 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:19 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:20 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:20 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:20 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:20 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:21 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:21 | Processed Slot: 2385 | Confirmed Slot: 2385 | Finalized Slot: 2354 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2691 | ◎499.988852500
00:21:21 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:22 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:22 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:22 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:23 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:23 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:23 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:24 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:24 | Processed Slot: 2386 | Confirmed Slot: 2386 | Finalized Slot: 2355 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2692 | ◎499.988847500
00:21:24 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:25 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:25 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:25 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:26 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:26 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:26 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:26 | Processed Slot: 2387 | Confirmed Slot: 2387 | Finalized Slot: 2356 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2693 | ◎499.988842500
00:21:27 | Processed Slot: 2388 | Confirmed Slot: 2387 | Finalized Slot: 2357 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2694 | ◎499.988842500
00:21:27 | Processed Slot: 2388 | Confirmed Slot: 2388 | Finalized Slot: 2357 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2694 | ◎499.988837500
00:21:27 | Processed Slot: 2388 | Confirmed Slot: 2388 | Finalized Slot: 2357 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2694 | ◎499.988837500
00:21:28 | Processed Slot: 2388 | Confirmed Slot: 2388 | Finalized Slot: 2357 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2694 | ◎499.988837500
00:21:28 | Processed Slot: 2388 | Confirmed Slot: 2388 | Finalized Slot: 2357 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2694 | ◎499.988837500
00:21:28 | Processed Slot: 2388 | Confirmed Slot: 2388 | Finalized Slot: 2357 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2694 | ◎499.988837500
00:21:29 | Processed Slot: 2388 | Confirmed Slot: 2388 | Finalized Slot: 2357 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2694 | ◎499.988837500
00:21:29 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:29 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:30 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:30 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:30 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:31 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:31 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:31 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:32 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2695 | ◎499.988832500
00:21:32 | Processed Slot: 2389 | Confirmed Slot: 2389 | Finalized Slot: 2358 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988832500
00:21:32 | Processed Slot: 2390 | Confirmed Slot: 2390 | Finalized Slot: 2359 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988827500
00:21:33 | Processed Slot: 2390 | Confirmed Slot: 2390 | Finalized Slot: 2359 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988827500
00:21:33 | Processed Slot: 2390 | Confirmed Slot: 2390 | Finalized Slot: 2359 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988827500
00:21:33 | Processed Slot: 2390 | Confirmed Slot: 2390 | Finalized Slot: 2359 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988827500
00:21:34 | Processed Slot: 2390 | Confirmed Slot: 2390 | Finalized Slot: 2359 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988827500
00:21:34 | Processed Slot: 2390 | Confirmed Slot: 2390 | Finalized Slot: 2359 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988827500
00:21:34 | Processed Slot: 2390 | Confirmed Slot: 2390 | Finalized Slot: 2359 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2696 | ◎499.988827500
00:21:34 | Processed Slot: 2391 | Confirmed Slot: 2391 | Finalized Slot: 2360 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2697 | ◎499.988822500
00:21:35 | Processed Slot: 2391 | Confirmed Slot: 2391 | Finalized Slot: 2360 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2697 | ◎499.988822500
00:21:35 | Processed Slot: 2391 | Confirmed Slot: 2391 | Finalized Slot: 2360 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2697 | ◎499.988822500
00:21:35 | Processed Slot: 2391 | Confirmed Slot: 2391 | Finalized Slot: 2360 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2697 | ◎499.988822500
00:21:36 | Processed Slot: 2391 | Confirmed Slot: 2391 | Finalized Slot: 2360 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2697 | ◎499.988822500
00:21:36 | Processed Slot: 2391 | Confirmed Slot: 2391 | Finalized Slot: 2360 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2697 | ◎499.988822500
00:21:36 | Processed Slot: 2392 | Confirmed Slot: 2392 | Finalized Slot: 2361 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2698 | ◎499.988817500
00:21:37 | Processed Slot: 2392 | Confirmed Slot: 2392 | Finalized Slot: 2361 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2698 | ◎499.988817500
00:21:37 | Processed Slot: 2392 | Confirmed Slot: 2392 | Finalized Slot: 2361 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2698 | ◎499.988817500
00:21:37 | Processed Slot: 2392 | Confirmed Slot: 2392 | Finalized Slot: 2361 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2698 | ◎499.988817500
00:21:37 | Processed Slot: 2392 | Confirmed Slot: 2392 | Finalized Slot: 2361 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2698 | ◎499.988817500
00:21:38 | Processed Slot: 2392 | Confirmed Slot: 2392 | Finalized Slot: 2361 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2698 | ◎499.988817500
00:21:38 | Processed Slot: 2392 | Confirmed Slot: 2392 | Finalized Slot: 2361 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2698 | ◎499.988817500
00:21:38 | Processed Slot: 2393 | Confirmed Slot: 2392 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:39 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:39 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:39 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:40 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:40 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:40 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:41 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:41 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:41 | Processed Slot: 2393 | Confirmed Slot: 2393 | Finalized Slot: 2362 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2699 | ◎499.988812500
00:21:42 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:42 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:42 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:43 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:43 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:43 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:44 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:44 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:44 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:45 | Processed Slot: 2394 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2700 | ◎499.988807500
00:21:45 | Processed Slot: 2395 | Confirmed Slot: 2394 | Finalized Slot: 2363 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988807500
00:21:45 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:46 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:46 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:46 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:47 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:47 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:47 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:48 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:48 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:48 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:48 | Processed Slot: 2395 | Confirmed Slot: 2395 | Finalized Slot: 2364 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2701 | ◎499.988802500
00:21:49 | Processed Slot: 2396 | Confirmed Slot: 2395 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988802500
00:21:49 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:49 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:50 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:50 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:50 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:51 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:51 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:51 | Processed Slot: 2396 | Confirmed Slot: 2396 | Finalized Slot: 2365 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2702 | ◎499.988797500
00:21:52 | Processed Slot: 2397 | Confirmed Slot: 2397 | Finalized Slot: 2366 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2703 | ◎499.988792500
00:21:52 | Processed Slot: 2397 | Confirmed Slot: 2397 | Finalized Slot: 2366 | Full Snapshot Slot: 2300 | Incremental Snapshot Slot: - | Transactions: 2703 | ◎499.988792500
