Ledger location: test-ledger
Log: test-ledger/validator.log
Initializing...
Waiting for fees to stabilize 1...
Connecting...
Identity: ABBsG4aVVWCy2DdZNofw51AWqL8cQ5J6wBQ5GXFyqgTL
Genesis Hash: EEJS834yqaxRJN4fJ2czL97CKTX4D52wfUocMccoQs1
Version: 2.1.22
Shred Version: 4667
Gossip Address: 127.0.0.1:1024
TPU Address: 127.0.0.1:1027
JSON RPC URL: http://127.0.0.1:8899
WebSocket PubSub URL: ws://127.0.0.1:8900
00:03:57 | Processed Slot: 503 | Confirmed Slot: 503 | Finalized Slot: 472 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 806 | ◎499.998255000
00:03:57 | Processed Slot: 503 | Confirmed Slot: 503 | Finalized Slot: 472 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 806 | ◎499.998255000
00:03:57 | Processed Slot: 504 | Confirmed Slot: 504 | Finalized Slot: 473 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 807 | ◎499.998250000
00:03:57 | Processed Slot: 504 | Confirmed Slot: 504 | Finalized Slot: 473 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 807 | ◎499.998250000
00:03:58 | Processed Slot: 505 | Confirmed Slot: 505 | Finalized Slot: 474 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 808 | ◎499.998245000
00:03:58 | Processed Slot: 505 | Confirmed Slot: 505 | Finalized Slot: 474 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 808 | ◎499.998245000
00:03:58 | Processed Slot: 506 | Confirmed Slot: 506 | Finalized Slot: 475 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 809 | ◎499.998240000
00:03:58 | Processed Slot: 506 | Confirmed Slot: 506 | Finalized Slot: 475 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 809 | ◎499.998240000
00:03:59 | Processed Slot: 507 | Confirmed Slot: 507 | Finalized Slot: 476 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 810 | ◎499.998235000
00:03:59 | Processed Slot: 508 | Confirmed Slot: 508 | Finalized Slot: 477 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 811 | ◎499.998230000
00:03:59 | Processed Slot: 508 | Confirmed Slot: 508 | Finalized Slot: 477 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 811 | ◎499.998230000
00:03:59 | Processed Slot: 509 | Confirmed Slot: 509 | Finalized Slot: 478 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 812 | ◎499.998225000
00:04:00 | Processed Slot: 509 | Confirmed Slot: 509 | Finalized Slot: 478 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 812 | ◎499.998225000
00:04:00 | Processed Slot: 510 | Confirmed Slot: 510 | Finalized Slot: 479 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 813 | ◎499.998220000
00:04:00 | Processed Slot: 510 | Confirmed Slot: 510 | Finalized Slot: 479 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 813 | ◎499.998220000
00:04:00 | Processed Slot: 510 | Confirmed Slot: 510 | Finalized Slot: 479 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 813 | ◎499.998220000
00:04:01 | Processed Slot: 511 | Confirmed Slot: 511 | Finalized Slot: 480 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 814 | ◎499.998215000
00:04:01 | Processed Slot: 511 | Confirmed Slot: 511 | Finalized Slot: 480 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 814 | ◎499.998215000
00:04:01 | Processed Slot: 512 | Confirmed Slot: 512 | Finalized Slot: 481 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 815 | ◎499.998210000
00:04:01 | Processed Slot: 512 | Confirmed Slot: 512 | Finalized Slot: 481 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 815 | ◎499.998210000
00:04:02 | Processed Slot: 513 | Confirmed Slot: 513 | Finalized Slot: 482 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 816 | ◎499.998205000
00:04:02 | Processed Slot: 513 | Confirmed Slot: 513 | Finalized Slot: 482 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 816 | ◎499.998205000
00:04:02 | Processed Slot: 514 | Confirmed Slot: 514 | Finalized Slot: 483 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 817 | ◎499.998200000
00:04:02 | Processed Slot: 515 | Confirmed Slot: 515 | Finalized Slot: 484 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 818 | ◎499.998195000
00:04:03 | Processed Slot: 515 | Confirmed Slot: 515 | Finalized Slot: 484 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 818 | ◎499.998195000
00:04:03 | Processed Slot: 516 | Confirmed Slot: 516 | Finalized Slot: 485 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 819 | ◎499.998190000
00:04:03 | Processed Slot: 516 | Confirmed Slot: 516 | Finalized Slot: 485 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 819 | ◎499.998190000
00:04:04 | Processed Slot: 517 | Confirmed Slot: 517 | Finalized Slot: 486 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 820 | ◎499.998185000
00:04:04 | Processed Slot: 517 | Confirmed Slot: 517 | Finalized Slot: 486 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 820 | ◎499.998185000
00:04:04 | Processed Slot: 518 | Confirmed Slot: 518 | Finalized Slot: 487 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 821 | ◎499.998180000
00:04:04 | Processed Slot: 518 | Confirmed Slot: 518 | Finalized Slot: 487 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 821 | ◎499.998180000
00:04:05 | Processed Slot: 519 | Confirmed Slot: 519 | Finalized Slot: 488 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 822 | ◎499.998175000
00:04:05 | Processed Slot: 519 | Confirmed Slot: 519 | Finalized Slot: 488 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 822 | ◎499.998175000
00:04:05 | Processed Slot: 520 | Confirmed Slot: 520 | Finalized Slot: 489 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 823 | ◎499.998170000
00:04:05 | Processed Slot: 520 | Confirmed Slot: 520 | Finalized Slot: 489 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 823 | ◎499.998170000
00:04:06 | Processed Slot: 521 | Confirmed Slot: 521 | Finalized Slot: 490 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 824 | ◎499.998165000
00:04:06 | Processed Slot: 521 | Confirmed Slot: 521 | Finalized Slot: 490 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 824 | ◎499.998165000
00:04:06 | Processed Slot: 522 | Confirmed Slot: 522 | Finalized Slot: 491 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 825 | ◎499.998160000
00:04:06 | Processed Slot: 522 | Confirmed Slot: 522 | Finalized Slot: 491 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 825 | ◎499.998160000
00:04:07 | Processed Slot: 523 | Confirmed Slot: 523 | Finalized Slot: 492 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 826 | ◎499.998155000
00:04:07 | Processed Slot: 523 | Confirmed Slot: 523 | Finalized Slot: 492 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 826 | ◎499.998155000
00:04:07 | Processed Slot: 524 | Confirmed Slot: 524 | Finalized Slot: 493 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 827 | ◎499.998150000
00:04:07 | Processed Slot: 524 | Confirmed Slot: 524 | Finalized Slot: 493 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 827 | ◎499.998150000
00:04:08 | Processed Slot: 525 | Confirmed Slot: 525 | Finalized Slot: 494 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 828 | ◎499.998145000
00:04:08 | Processed Slot: 526 | Confirmed Slot: 526 | Finalized Slot: 495 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 829 | ◎499.998140000
00:04:08 | Processed Slot: 526 | Confirmed Slot: 526 | Finalized Slot: 495 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 829 | ◎499.998140000
00:04:08 | Processed Slot: 527 | Confirmed Slot: 527 | Finalized Slot: 496 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 830 | ◎499.998135000
00:04:09 | Processed Slot: 527 | Confirmed Slot: 527 | Finalized Slot: 496 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 830 | ◎499.998135000
00:04:09 | Processed Slot: 528 | Confirmed Slot: 528 | Finalized Slot: 497 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 831 | ◎499.998130000
00:04:09 | Processed Slot: 528 | Confirmed Slot: 528 | Finalized Slot: 497 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 831 | ◎499.998130000
00:04:09 | Processed Slot: 529 | Confirmed Slot: 529 | Finalized Slot: 498 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 832 | ◎499.998125000
00:04:10 | Processed Slot: 529 | Confirmed Slot: 529 | Finalized Slot: 498 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 832 | ◎499.998125000
00:04:10 | Processed Slot: 530 | Confirmed Slot: 530 | Finalized Slot: 499 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 833 | ◎499.998120000
00:04:10 | Processed Slot: 530 | Confirmed Slot: 530 | Finalized Slot: 499 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 833 | ◎499.998120000
00:04:10 | Processed Slot: 531 | Confirmed Slot: 531 | Finalized Slot: 500 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 834 | ◎499.998115000
00:04:11 | Processed Slot: 531 | Confirmed Slot: 531 | Finalized Slot: 500 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 834 | ◎499.998115000
00:04:11 | Processed Slot: 532 | Confirmed Slot: 532 | Finalized Slot: 501 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 835 | ◎499.998110000
00:04:11 | Processed Slot: 533 | Confirmed Slot: 533 | Finalized Slot: 502 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 836 | ◎499.998105000
00:04:11 | Processed Slot: 533 | Confirmed Slot: 533 | Finalized Slot: 502 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 836 | ◎499.998105000
00:04:12 | Processed Slot: 534 | Confirmed Slot: 534 | Finalized Slot: 503 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 837 | ◎499.998100000
00:04:12 | Processed Slot: 534 | Confirmed Slot: 534 | Finalized Slot: 503 | Full Snapshot Slot: 400 | Incremental Snapshot Slot: - | Transactions: 837 | ◎499.998100000
00:04:12 | Processed Slot: 535 | Confirmed Slot: 535 | Finalized Slot: 504 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 838 | ◎499.998095000
00:04:12 | Processed Slot: 535 | Confirmed Slot: 535 | Finalized Slot: 504 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 838 | ◎499.998095000
00:04:13 | Processed Slot: 536 | Confirmed Slot: 536 | Finalized Slot: 505 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 839 | ◎499.998090000
00:04:13 | Processed Slot: 536 | Confirmed Slot: 536 | Finalized Slot: 505 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 839 | ◎499.998090000
00:04:13 | Processed Slot: 537 | Confirmed Slot: 537 | Finalized Slot: 506 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 840 | ◎499.998085000
00:04:13 | Processed Slot: 537 | Confirmed Slot: 537 | Finalized Slot: 506 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 840 | ◎499.998085000
00:04:14 | Processed Slot: 538 | Confirmed Slot: 538 | Finalized Slot: 507 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 841 | ◎499.998080000
00:04:14 | Processed Slot: 538 | Confirmed Slot: 538 | Finalized Slot: 507 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 841 | ◎499.998080000
00:04:14 | Processed Slot: 539 | Confirmed Slot: 539 | Finalized Slot: 508 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 842 | ◎499.998075000
00:04:14 | Processed Slot: 540 | Confirmed Slot: 540 | Finalized Slot: 509 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 843 | ◎499.998070000
00:04:15 | Processed Slot: 540 | Confirmed Slot: 540 | Finalized Slot: 509 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 843 | ◎499.998070000
00:04:15 | Processed Slot: 541 | Confirmed Slot: 541 | Finalized Slot: 510 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 844 | ◎499.998065000
00:04:15 | Processed Slot: 541 | Confirmed Slot: 541 | Finalized Slot: 510 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 844 | ◎499.998065000
00:04:15 | Processed Slot: 542 | Confirmed Slot: 542 | Finalized Slot: 511 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 845 | ◎499.998060000
00:04:16 | Processed Slot: 542 | Confirmed Slot: 542 | Finalized Slot: 511 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 845 | ◎499.998060000
00:04:16 | Processed Slot: 543 | Confirmed Slot: 543 | Finalized Slot: 512 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 846 | ◎499.998055000
00:04:16 | Processed Slot: 543 | Confirmed Slot: 543 | Finalized Slot: 512 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 846 | ◎499.998055000
00:04:16 | Processed Slot: 544 | Confirmed Slot: 544 | Finalized Slot: 513 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 847 | ◎499.998050000
00:04:17 | Processed Slot: 544 | Confirmed Slot: 544 | Finalized Slot: 513 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 847 | ◎499.998050000
00:04:17 | Processed Slot: 545 | Confirmed Slot: 545 | Finalized Slot: 514 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 848 | ◎499.998045000
00:04:17 | Processed Slot: 546 | Confirmed Slot: 545 | Finalized Slot: 515 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 849 | ◎499.998045000
00:04:18 | Processed Slot: 546 | Confirmed Slot: 546 | Finalized Slot: 515 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 849 | ◎499.998040000
00:04:18 | Processed Slot: 547 | Confirmed Slot: 547 | Finalized Slot: 516 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 850 | ◎499.998035000
00:04:18 | Processed Slot: 547 | Confirmed Slot: 547 | Finalized Slot: 516 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 850 | ◎499.998035000
00:04:18 | Processed Slot: 548 | Confirmed Slot: 548 | Finalized Slot: 517 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 851 | ◎499.998030000
00:04:19 | Processed Slot: 548 | Confirmed Slot: 548 | Finalized Slot: 517 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 851 | ◎499.998030000
00:04:19 | Processed Slot: 549 | Confirmed Slot: 549 | Finalized Slot: 518 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 852 | ◎499.998025000
00:04:19 | Processed Slot: 549 | Confirmed Slot: 549 | Finalized Slot: 518 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 852 | ◎499.998025000
00:04:19 | Processed Slot: 550 | Confirmed Slot: 550 | Finalized Slot: 519 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 853 | ◎499.998020000
00:04:20 | Processed Slot: 550 | Confirmed Slot: 550 | Finalized Slot: 519 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 853 | ◎499.998020000
00:04:20 | Processed Slot: 551 | Confirmed Slot: 551 | Finalized Slot: 520 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 854 | ◎499.998015000
00:04:20 | Processed Slot: 551 | Confirmed Slot: 551 | Finalized Slot: 520 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 854 | ◎499.998015000
00:04:20 | Processed Slot: 552 | Confirmed Slot: 552 | Finalized Slot: 521 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 855 | ◎499.998010000
00:04:21 | Processed Slot: 553 | Confirmed Slot: 553 | Finalized Slot: 522 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 856 | ◎499.998005000
00:04:21 | Processed Slot: 553 | Confirmed Slot: 553 | Finalized Slot: 522 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 856 | ◎499.998005000
00:04:21 | Processed Slot: 554 | Confirmed Slot: 554 | Finalized Slot: 523 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 857 | ◎499.998000000
00:04:21 | Processed Slot: 554 | Confirmed Slot: 554 | Finalized Slot: 523 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 857 | ◎499.998000000
00:04:22 | Processed Slot: 555 | Confirmed Slot: 555 | Finalized Slot: 524 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 858 | ◎499.997995000
00:04:22 | Processed Slot: 555 | Confirmed Slot: 555 | Finalized Slot: 524 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 858 | ◎499.997995000
00:04:22 | Processed Slot: 556 | Confirmed Slot: 556 | Finalized Slot: 525 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 859 | ◎499.997990000
00:04:22 | Processed Slot: 556 | Confirmed Slot: 556 | Finalized Slot: 525 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 859 | ◎499.997990000
00:04:23 | Processed Slot: 557 | Confirmed Slot: 557 | Finalized Slot: 526 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 860 | ◎499.997985000
00:04:23 | Processed Slot: 557 | Confirmed Slot: 557 | Finalized Slot: 526 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 860 | ◎499.997985000
00:04:23 | Processed Slot: 558 | Confirmed Slot: 558 | Finalized Slot: 527 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 861 | ◎499.997980000
00:04:23 | Processed Slot: 559 | Confirmed Slot: 559 | Finalized Slot: 528 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 862 | ◎499.997975000
00:04:24 | Processed Slot: 559 | Confirmed Slot: 559 | Finalized Slot: 528 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 862 | ◎499.997975000
00:04:24 | Processed Slot: 560 | Confirmed Slot: 560 | Finalized Slot: 529 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 863 | ◎499.997970000
00:04:24 | Processed Slot: 560 | Confirmed Slot: 560 | Finalized Slot: 529 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 863 | ◎499.997970000
00:04:24 | Processed Slot: 561 | Confirmed Slot: 561 | Finalized Slot: 530 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 864 | ◎499.997965000
00:04:25 | Processed Slot: 561 | Confirmed Slot: 561 | Finalized Slot: 530 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 864 | ◎499.997965000
00:04:25 | Processed Slot: 562 | Confirmed Slot: 562 | Finalized Slot: 531 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 865 | ◎499.997960000
00:04:25 | Processed Slot: 562 | Confirmed Slot: 562 | Finalized Slot: 531 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 865 | ◎499.997960000
00:04:25 | Processed Slot: 563 | Confirmed Slot: 563 | Finalized Slot: 532 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 866 | ◎499.997955000
00:04:26 | Processed Slot: 563 | Confirmed Slot: 563 | Finalized Slot: 532 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 866 | ◎499.997955000
00:04:26 | Processed Slot: 564 | Confirmed Slot: 564 | Finalized Slot: 533 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 867 | ◎499.997950000
00:04:26 | Processed Slot: 565 | Confirmed Slot: 564 | Finalized Slot: 534 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 868 | ◎499.997950000
00:04:26 | Processed Slot: 565 | Confirmed Slot: 565 | Finalized Slot: 534 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 868 | ◎499.997945000
00:04:27 | Processed Slot: 566 | Confirmed Slot: 566 | Finalized Slot: 535 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 869 | ◎499.997940000
00:04:27 | Processed Slot: 566 | Confirmed Slot: 566 | Finalized Slot: 535 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 869 | ◎499.997940000
00:04:27 | Processed Slot: 567 | Confirmed Slot: 567 | Finalized Slot: 536 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 870 | ◎499.997935000
00:04:27 | Processed Slot: 567 | Confirmed Slot: 567 | Finalized Slot: 536 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 870 | ◎499.997935000
00:04:28 | Processed Slot: 568 | Confirmed Slot: 568 | Finalized Slot: 537 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 871 | ◎499.997930000
00:04:28 | Processed Slot: 568 | Confirmed Slot: 568 | Finalized Slot: 537 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 871 | ◎499.997930000
00:04:28 | Processed Slot: 569 | Confirmed Slot: 569 | Finalized Slot: 538 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 872 | ◎499.997925000
00:04:28 | Processed Slot: 569 | Confirmed Slot: 569 | Finalized Slot: 538 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 872 | ◎499.997925000
00:04:29 | Processed Slot: 570 | Confirmed Slot: 570 | Finalized Slot: 539 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 873 | ◎499.997920000
00:04:29 | Processed Slot: 570 | Confirmed Slot: 570 | Finalized Slot: 539 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 873 | ◎499.997920000
00:04:29 | Processed Slot: 571 | Confirmed Slot: 571 | Finalized Slot: 540 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 874 | ◎499.997915000
00:04:29 | Processed Slot: 571 | Confirmed Slot: 571 | Finalized Slot: 540 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 874 | ◎499.997915000
00:04:30 | Processed Slot: 572 | Confirmed Slot: 572 | Finalized Slot: 541 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 875 | ◎499.997910000
00:04:30 | Processed Slot: 573 | Confirmed Slot: 573 | Finalized Slot: 542 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 876 | ◎499.997905000
00:04:30 | Processed Slot: 573 | Confirmed Slot: 573 | Finalized Slot: 542 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 876 | ◎499.997905000
00:04:30 | Processed Slot: 574 | Confirmed Slot: 574 | Finalized Slot: 543 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 877 | ◎499.997900000
00:04:31 | Processed Slot: 574 | Confirmed Slot: 574 | Finalized Slot: 543 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 877 | ◎499.997900000
00:04:31 | Processed Slot: 575 | Confirmed Slot: 575 | Finalized Slot: 544 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 878 | ◎499.997895000
00:04:31 | Processed Slot: 575 | Confirmed Slot: 575 | Finalized Slot: 544 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 878 | ◎499.997895000
00:04:31 | Processed Slot: 576 | Confirmed Slot: 576 | Finalized Slot: 545 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 879 | ◎499.997890000
00:04:32 | Processed Slot: 576 | Confirmed Slot: 576 | Finalized Slot: 545 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 879 | ◎499.997890000
00:04:32 | Processed Slot: 577 | Confirmed Slot: 577 | Finalized Slot: 546 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 880 | ◎499.997885000
00:04:32 | Processed Slot: 577 | Confirmed Slot: 577 | Finalized Slot: 546 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 880 | ◎499.997885000
00:04:33 | Processed Slot: 578 | Confirmed Slot: 578 | Finalized Slot: 547 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 881 | ◎499.997880000
00:04:33 | Processed Slot: 578 | Confirmed Slot: 578 | Finalized Slot: 547 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 881 | ◎499.997880000
00:04:33 | Processed Slot: 579 | Confirmed Slot: 579 | Finalized Slot: 548 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 882 | ◎499.997875000
00:04:33 | Processed Slot: 580 | Confirmed Slot: 580 | Finalized Slot: 549 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 883 | ◎499.997870000
00:04:34 | Processed Slot: 580 | Confirmed Slot: 580 | Finalized Slot: 549 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 883 | ◎499.997870000
00:04:34 | Processed Slot: 581 | Confirmed Slot: 581 | Finalized Slot: 550 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 884 | ◎499.997865000
00:04:34 | Processed Slot: 581 | Confirmed Slot: 581 | Finalized Slot: 550 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 884 | ◎499.997865000
00:04:34 | Processed Slot: 582 | Confirmed Slot: 582 | Finalized Slot: 551 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 885 | ◎499.997860000
00:04:35 | Processed Slot: 582 | Confirmed Slot: 582 | Finalized Slot: 551 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 885 | ◎499.997860000
00:04:35 | Processed Slot: 583 | Confirmed Slot: 583 | Finalized Slot: 552 | Full Snapshot Slot: 500 | Incremental Snapshot Slot: - | Transactions: 886 | ◎499.997855000
